event_id,match_id,home,away,time,time_seconds,player,team,pos,goal,type,situation,body_part,x,y,goal_x,goal_y,goal_z,goal_type,distance,angle,xG
673,11147611,Orense SC,Guayaquil City,54,3211,Rodrigo Rivas González,Orense SC,F,0,miss,assisted,left-foot,113.89473684210526,38.91666666666667,120,46.14285714285714,5.6,no-goal,6.200632978838367,1.059872809153355,0.51818706
674,11147611,Orense SC,Guayaquil City,57,3368,David Ribeiro,Orense SC,F,0,miss,assisted,right-foot,93.72727272727272,59.554140127388536,120,35.42857142857142,65.3,no-goal,32.75088692644299,0.1796067432031107,0.007907684
675,11147611,Orense SC,Guayaquil City,70,4156,David Ribeiro,Orense SC,F,0,block,assisted,left-foot,111.26315789473684,48.35714285714285,120,38.41666666666666,19,no-goal,12.090254203572112,0.4488653292151582,0.1828435749714188
676,11147611,Orense SC,Guayaquil City,70,4159,Robert Burbano,Orense SC,M,0,save,regular,left-foot,104.29090909090908,44.5,120,42.25000000000001,27.8,no-goal,16.34091604501054,0.4256605394859499,0.1627862343040198
677,11147611,Orense SC,Guayaquil City,71,4224,Sebastián Assis,Orense SC,M,0,save,assisted,right-foot,93.72727272727272,41.16666666666666,120,38.833333333333336,12.7,no-goal,26.29861801422689,0.2763065779824065,0.050734743
678,11147611,Orense SC,Guayaquil City,89,5314,Alejandro Gabriel Quintana,Orense SC,F,0,block,free-kick,left-foot,98.30909090909093,34.64285714285714,120,42.333333333333336,19,no-goal,22.342661363005064,0.3158932372481325,0.075837119
679,11147611,Orense SC,Guayaquil City,89,5336,Bryan Elian Vinan Rodriguez,Orense SC,M,0,save,assisted,left-foot,102.54545454545456,56.19108280254777,120,38.75,12.7,no-goal,23.80782055005773,0.2268944424411767,0.026193147
680,11147611,Orense SC,Guayaquil City,90,5496,Ángel Gracia,Guayaquil City,D,0,miss,free-kick,left-foot,84.69090909090909,35.71428571428571,120,32.14285714285714,5.6,no-goal,35.56823368913928,0.2036267511429053,0.014309005
681,11147611,Orense SC,Guayaquil City,90,5622,Dany Coronel,Orense SC,F,1,goal,regular,right-foot,106.25454545454546,40.5,120,41.91666666666666,1.9,regular,13.754545454545443,0.5198499726587086,0.2388326745366129
682,11147611,Orense SC,Guayaquil City,90,6175,Bryan Elian Vinan Rodriguez,Orense SC,M,0,miss,assisted,right-foot,104.94545454545457,31.714285714285715,120,31.714285714285715,54.2,no-goal,17.184074024149943,0.3726549073446932,0.1154936113594443
683,11031817,Orense SC,Deportivo Cuenca,1,18,Rodrigo Rivas González,Orense SC,F,1,goal,assisted,left-foot,112.63157894736842,35.07142857142857,120,42.41666666666666,34.2,regular,8.864786807,0.6912226849130024,0.3357430319381851
684,11031817,Orense SC,Deportivo Cuenca,4,192,Lucas Mancinelli,Deportivo Cuenca,M,0,miss,throw-in-set-piece,right-foot,103.30909090909093,63.19431279620853,120,52.06369426751593,38.9,no-goal,28.57555935356917,0.1509622744434124,0.005721917
685,11031817,Orense SC,Deportivo Cuenca,7,373,Rodrigo Rivas González,Orense SC,F,0,miss,assisted,right-foot,111.36842105263158,42.583333333333336,120,31.57142857142857,48.6,no-goal,9.009870489,0.7502963580354046,0.3818841134899006
686,11031817,Orense SC,Deportivo Cuenca,15,880,Rodrigo Rivas González,Orense SC,F,0,save,assisted,right-foot,109.47368421052632,25.031847133757964,120,43.25,15.8,no-goal,18.29887767943468,0.2352620938228851,0.040486329
687,11031817,Orense SC,Deportivo Cuenca,16,949,Glendys Mina,Orense SC,D,0,block,regular,left-foot,111.15789473684212,52.44585987261146,120,38,19,no-goal,15.267031586180885,0.2865142744917181,0.077343185
688,11031817,Orense SC,Deportivo Cuenca,16,953,Óscar Quiñónez,Orense SC,D,0,block,assisted,left-foot,105.16363636363636,56.11464968152866,120,39.66666666666667,19,no-goal,21.90432880297419,0.2287735186098832,0.029922368
689,11031817,Orense SC,Deportivo Cuenca,18,1060,Cristhian Solano,Orense SC,M,1,goal,assisted,right-foot,111.36842105263158,49.21428571428572,120,38.5,19,regular,12.625657066035954,0.4083971765911939,0.1560024000717181
690,11031817,Orense SC,Deportivo Cuenca,21,1253,Robert Burbano,Orense SC,M,0,miss,regular,left-foot,80.49090909090908,34.07142857142857,120,44.85714285714286,23.6,no-goal,39.95142329938301,0.1807335559101173,0.007740145
691,11031817,Orense SC,Deportivo Cuenca,30,1752,Andy Burbano,Orense SC,D,0,miss,assisted,right-foot,105.27272727272728,56.496815286624205,120,78.89099526066352,45.8,no-goal,22.114191746126952,0.2228831903076876,0.027656599
692,11031817,Orense SC,Deportivo Cuenca,37,2206,Francisco Mera,Deportivo Cuenca,M,0,miss,corner,right-foot,88.89090909090909,50.38216560509554,120,43.41666666666667,86.1,no-goal,32.79580613190826,0.2111931007513378,0.016821199
693,11031817,Orense SC,Deportivo Cuenca,45,2684,Cristhian Solano,Orense SC,M,0,block,assisted,right-foot,106.47272727272728,29.38853503184713,120,40.5,19,no-goal,17.192739636496334,0.3374685432074572,0.090774173
694,11031817,Orense SC,Deportivo Cuenca,52,3105,Robert Burbano,Orense SC,M,0,miss,assisted,right-foot,99.70909090909092,28.47133757961784,120,34,37.5,no-goal,23.337331658496623,0.2726308012148087,0.045344761
695,11031817,Orense SC,Deportivo Cuenca,58,3477,Andy Burbano,Orense SC,D,0,save,assisted,right-foot,89.52727272727273,56.80254777070063,120,37.83333333333333,33.5,no-goal,34.79817120230161,0.1841585311349366,0.008506162
696,11031817,Orense SC,Deportivo Cuenca,59,3517,Cristhian Solano,Orense SC,M,0,miss,corner,right-foot,96.01818181818182,46.21428571428572,120,47.57142857142857,34.7,no-goal,24.773876366942677,0.2844771187041068,0.055260212
697,11031817,Orense SC,Deportivo Cuenca,62,3669,Nicolás Rinaldi,Deportivo Cuenca,M,0,save,corner,left-foot,88.76363636363635,44,120,41.5,8.9,no-goal,31.491433965812693,0.2295970952499353,0.024892053
698,11031817,Orense SC,Deportivo Cuenca,65,3870,Lucas Mancinelli,Deportivo Cuenca,M,0,miss,regular,right-foot,88.50909090909092,24.191082802547776,120,37,87.5,no-goal,35.23633378102497,0.1855251339632411,0.00835132
699,11031817,Orense SC,Deportivo Cuenca,70,4187,Dany Coronel,Orense SC,F,0,miss,assisted,right-foot,106.14545454545454,44.642857142857146,120,47.71428571428572,30.6,no-goal,14.61179496848508,0.4690730207839172,0.1963579343745211
700,11031817,Orense SC,Deportivo Cuenca,72,4265,Raúl Becerra,Deportivo Cuenca,F,0,block,assisted,right-foot,106.25454545454546,41.583333333333336,120,38.33333333333333,19,no-goal,13.8363458,0.5143679321015998,0.2343739808968773
701,11031817,Orense SC,Deportivo Cuenca,73,4352,Robert Burbano,Orense SC,M,0,block,assisted,left-foot,110.63157894736842,52.82802547770701,120,39.333333333333336,19,no-goal,15.884758439337082,0.2795031935444849,0.070579438
702,11031817,Orense SC,Deportivo Cuenca,74,4402,Dany Coronel,Orense SC,F,0,block,corner,right-foot,109.47368421052632,33.64285714285714,120,37.33333333333333,19,no-goal,12.297015467415072,0.5097858732119062,0.2199032413238606
703,11031817,Orense SC,Deportivo Cuenca,74,4424,Cristhian Solano,Orense SC,M,0,save,assisted,right-foot,93.72727272727272,33.85714285714286,120,39.583333333333336,19.6,no-goal,26.98130635,0.2628972900961029,0.041193881
704,11031817,Orense SC,Deportivo Cuenca,78,4646,Andy Burbano,Orense SC,D,0,miss,assisted,right-foot,72.21818181818182,68.22748815165878,120,47.57142857142857,31.9,no-goal,55.49678581785045,0.1135686142007634,0.000319723
705,11031817,Orense SC,Deportivo Cuenca,80,4753,David Ribeiro,Orense SC,F,0,save,assisted,right-foot,107.67272727272729,28.92993630573249,120,39.75,22.8,no-goal,16.56828183873336,0.3327332235632384,0.089695779
706,11031817,Orense SC,Deportivo Cuenca,89,5294,Bryan Elian Vinan Rodriguez,Orense SC,M,0,miss,assisted,left-foot,115.9655172413793,26.254777070063703,120,47.92857142857142,37.5,no-goal,14.325090035432735,0.1527653539904045,0.043833466
707,11031815,Gualaceo SC,Técnico Universitario,20,1151,Carlos Arboleda,Técnico Universitario,M,0,miss,free-kick,left-foot,84.56363636363636,45.71428571428572,120,42.333333333333336,90.3,no-goal,35.89413502221617,0.2007082376313284,0.013493056
708,11031815,Gualaceo SC,Técnico Universitario,33,1931,Byron Mina,Técnico Universitario,D,0,miss,free-kick,right-foot,83.03636363636363,19.52866242038216,120,45.07142857142857,93.1,no-goal,42.25382912259922,0.1515244492036302,0.002535734
709,11031815,Gualaceo SC,Técnico Universitario,45,2897,Christian Cuero,Técnico Universitario,F,1,goal,penalty,right-foot,108,40,120,39.5,5.7,penalty,12,0.592075229,0.2904254277319156
710,11031815,Gualaceo SC,Técnico Universitario,50,2988,Joaquín Vergés,Gualaceo SC,M,0,save,fast-break,right-foot,99.45454545454544,46.42857142857143,120,40.5,25.9,no-goal,21.52770849606581,0.3225046523030045,0.081427465
711,11031815,Gualaceo SC,Técnico Universitario,62,3668,Vinicio Angulo,Gualaceo SC,F,0,save,assisted,right-foot,102.65454545454544,44.5,120,37.66666666666667,5.7,no-goal,17.91967615188484,0.3913315541218237,0.1355607585636532
712,11031815,Gualaceo SC,Técnico Universitario,68,4060,Elvis Patta,Técnico Universitario,M,0,miss,regular,right-foot,106.47272727272728,54.89171974522293,120,32.857142857142854,34.7,no-goal,20.11841009,0.2478166815531404,0.040711839
713,11031815,Gualaceo SC,Técnico Universitario,70,4185,Joaquín Vergés,Gualaceo SC,M,0,block,free-kick,right-foot,79.60000000000001,29.15923566878981,120,38.083333333333336,19,no-goal,41.82920237447564,0.1687032072323849,0.005098026
714,11031815,Gualaceo SC,Técnico Universitario,83,4938,Joaquín Vergés,Gualaceo SC,M,0,save,free-kick,right-foot,85.19999999999999,45.14285714285714,120,36.91666666666666,8.2,no-goal,35.177961561066006,0.2051734488479849,0.015015242
715,11031815,Gualaceo SC,Técnico Universitario,86,5112,Cristian Sención,Gualaceo SC,M,0,block,free-kick,right-foot,98.18181818,33.64285714285714,120,42.083333333333336,19,no-goal,22.72545540043944,0.3074163419241961,0.069298794
716,11031815,Gualaceo SC,Técnico Universitario,88,5227,Enson Rodriguez,Técnico Universitario,M,0,save,regular,right-foot,95.38181818181818,48.92857142857143,120,40.5,15.8,no-goal,26.18729203,0.2618573495007329,0.040845528
717,11031815,Gualaceo SC,Técnico Universitario,90,5344,Byron Angulo,Gualaceo SC,M,0,miss,assisted,right-foot,92.07272727272728,38.91666666666667,120,33.142857142857146,33.3,no-goal,27.948276746421808,0.2602433862977654,0.040809518
718,11031815,Gualaceo SC,Técnico Universitario,90,5455,Olmes García,Gualaceo SC,M,0,miss,regular,right-foot,94.36363636363636,42.5,120,34.214285714285715,23.6,no-goal,25.757972367713016,0.2810305853048327,0.053722243
719,11031813,El Nacional,Universidad Católica del Ecuador,2,71,Ronie Carrillo,El Nacional,F,0,save,assisted,right-foot,88.38181818181818,40.5,120,41.91666666666666,13.3,no-goal,31.62213499255867,0.2304301881596705,0.02532432
720,11031813,El Nacional,Universidad Católica del Ecuador,2,113,Ismael Díaz,Universidad Católica del Ecuador,F,0,miss,assisted,right-foot,92.45454545454544,40.16666666666667,120,46.85714285714285,5.6,no-goal,27.545958757928183,0.2641856648065251,0.04323645
721,11031813,El Nacional,Universidad Católica del Ecuador,4,234,Gustavo Asprilla,El Nacional,F,1,goal,assisted,right-foot,103.96363636363635,48.5,120,43.41666666666667,6.3,regular,18.149792248885007,0.3556569145048804,0.1052282106511964
722,11031813,El Nacional,Universidad Católica del Ecuador,8,435,Ismael Díaz,Universidad Católica del Ecuador,F,0,post,assisted,right-foot,110.10526315789474,52.90445859872611,120,38,39.2,no-goal,16.261330477570134,0.2808945550580206,0.068968305
723,11031813,El Nacional,Universidad Católica del Ecuador,8,469,Gustavo Asprilla,El Nacional,F,0,miss,assisted,right-foot,104.07272727272728,65.75355450236967,120,33.357142857142854,19.4,no-goal,30.280746127456148,0.1283269074220006,0.003061216
724,11031813,El Nacional,Universidad Católica del Ecuador,11,632,Steven Gomez,El Nacional,M,0,miss,assisted,right-foot,98.43636363636364,15.526066350710906,120,33.5,54.2,no-goal,32.61845860081291,0.1491325197648796,0.003546227
725,11031813,El Nacional,Universidad Católica del Ecuador,12,715,Arón Rodríguez,Universidad Católica del Ecuador,F,0,save,regular,left-foot,103.2,47.71428571428572,120,43.25,29.7,no-goal,18.48648706708857,0.3583514744252738,0.1075257007163794
726,11031813,El Nacional,Universidad Católica del Ecuador,13,731,Ronie Carrillo,El Nacional,F,0,miss,assisted,right-foot,85.45454545454545,46.85714285714285,120,32.14285714285714,84.7,no-goal,35.21943835320676,0.2032425119423639,0.014277966
727,11031813,El Nacional,Universidad Católica del Ecuador,19,1092,Arón Rodríguez,Universidad Católica del Ecuador,F,0,save,assisted,right-foot,108.42105263157896,56.72611464968153,120,36.25,25.3,no-goal,20.342933255431863,0.2085837123782357,0.027817537
728,11031813,El Nacional,Universidad Católica del Ecuador,23,1357,Gustavo Asprilla,El Nacional,F,0,miss,assisted,left-foot,104.29090909090908,52.36942675159236,120,30,34.7,no-goal,19.99445561532225,0.2892608002201701,0.059665369
729,11031813,El Nacional,Universidad Católica del Ecuador,25,1497,Daniel Patino,El Nacional,D,0,miss,assisted,right-foot,93.09090909,60.54777070063695,120,45.642857142857146,13.9,no-goal,33.85720092269402,0.1721445014279141,0.006335053
730,11031813,El Nacional,Universidad Católica del Ecuador,27,1563,Jefferson Valverde,El Nacional,M,0,miss,assisted,right-foot,85.70909090909092,20.29299363057325,120,46.642857142857146,13.9,no-goal,39.55037985058573,0.1604626429452486,0.003656057
731,11031813,El Nacional,Universidad Católica del Ecuador,37,2161,Mauro Díaz,Universidad Católica del Ecuador,M,1,goal,assisted,right-foot,104.72727272727272,30.785714285714285,120,43.75,3.8,regular,17.83701935782986,0.3515885037546251,0.099460382
732,11031813,El Nacional,Universidad Católica del Ecuador,43,2520,Manu Balda,El Nacional,M,0,block,regular,left-foot,91.56363636363636,49.64285714285714,120,38,19,no-goal,30.02684583397089,0.2301967347262093,0.024607865
733,11031813,El Nacional,Universidad Católica del Ecuador,45,2651,Bryan Oña,El Nacional,F,0,miss,assisted,right-foot,93.09090909,46.85714285714285,120,47.85714285714286,13.9,no-goal,27.76903998551236,0.2543264115811151,0.037044812
734,11031813,El Nacional,Universidad Católica del Ecuador,45,2717,Byron Palacios,El Nacional,F,0,block,regular,right-foot,104.1818181818182,35.14285714285714,120,36.66666666666666,19,no-goal,16.547105872863437,0.4183872759666037,0.1545281716651652
735,11031813,El Nacional,Universidad Católica del Ecuador,45,2721,Jerry Parrales,El Nacional,D,0,save,regular,left-foot,95.25454545454544,47,120,40.66666666666666,12.7,no-goal,25.71648344274849,0.2725979018209648,0.04759762
736,11031813,El Nacional,Universidad Católica del Ecuador,49,2935,Ismael Díaz,Universidad Católica del Ecuador,F,1,goal,penalty,right-foot,108,40,120,36.833333333333336,31,penalty,12,0.592075229,0.2904254277319156
737,11031813,El Nacional,Universidad Católica del Ecuador,52,3099,Jefferson Valverde,El Nacional,M,0,block,assisted,left-foot,99.70909090909092,26.63694267515924,120,39.5,19,no-goal,24.29593161009713,0.2519900752911271,0.034212909
738,11031813,El Nacional,Universidad Católica del Ecuador,56,3331,José Carabalí,Universidad Católica del Ecuador,M,0,save,assisted,left-foot,89.90909091,24.878980891719745,120,37.08333333333333,5.1,no-goal,33.67652043769267,0.1940669784070352,0.010557051
739,11031813,El Nacional,Universidad Católica del Ecuador,58,3420,Ronie Carrillo,El Nacional,F,0,miss,assisted,right-foot,105.70909090909092,22.356687898089177,120,47.35714285714285,8.3,no-goal,22.70498942017064,0.2053971536504742,0.020466854
740,11031813,El Nacional,Universidad Católica del Ecuador,63,3773,Cristian Colmán,Universidad Católica del Ecuador,F,0,miss,assisted,left-foot,96.01818181818182,17.402843601895746,120,45.92857142857143,58.3,no-goal,32.95085857130538,0.1622617244830712,0.00478467
741,11031813,El Nacional,Universidad Católica del Ecuador,64,3804,Facundo Martinez,Universidad Católica del Ecuador,M,0,block,assisted,right-foot,91.30909091,45.5,120,39.83333333333333,19,no-goal,29.213323406672007,0.2449918710515321,0.032271584
742,11031813,El Nacional,Universidad Católica del Ecuador,72,4272,Gregori Anangonó,Universidad Católica del Ecuador,D,0,block,free-kick,right-foot,91.94545454545454,36.75,120,40.583333333333336,19,no-goal,28.24216742144904,0.2561121974898099,0.038114911
743,11031813,El Nacional,Universidad Católica del Ecuador,78,4647,Ismael Díaz,Universidad Católica del Ecuador,F,0,post,assisted,left-foot,103.52727272727272,27.324840764331213,120,39.583333333333336,41.1,no-goal,20.784860005571662,0.2804541602676988,0.051558072
744,11031816,Independiente del Valle,Delfín,1,39,Jordy Alcivar,Independiente del Valle,M,0,block,assisted,right-foot,77.94545454545454,52.52229299363057,120,40.16666666666667,19,no-goal,43.879295974374514,0.1596341014010408,0.003784933
745,11031816,Independiente del Valle,Delfín,6,359,Michael Hoyos,Independiente del Valle,F,0,miss,assisted,right-foot,88.63636363636363,40.5,120,24.11464968152866,40.3,no-goal,31.367621617687465,0.2322827273172422,0.026188294
746,11031816,Independiente del Valle,Delfín,21,1240,Braian Oyola,Delfín,M,0,save,regular,left-foot,82.27272727272728,38.91666666666667,120,39.5,34.2,no-goal,37.74282340457755,0.1932619489169796,0.011210513
747,11031816,Independiente del Valle,Delfín,25,1491,Yaimar Medina,Independiente del Valle,M,0,block,assisted,right-foot,103.41818181818182,24.64968152866242,120,38.5,19,no-goal,22.59621586430709,0.2394446477445226,0.030817525
748,11031816,Independiente del Valle,Delfín,31,1859,Junior Sornoza,Independiente del Valle,F,0,miss,assisted,right-foot,104.1818181818182,42.25000000000001,120,31.92857142857143,47.2,no-goal,15.977402042668192,0.4464638301292739,0.1812702520824183
749,11031816,Independiente del Valle,Delfín,36,2123,Lorenzo Faravelli,Independiente del Valle,M,0,save,assisted,right-foot,112.3157894736842,40.083333333333336,120,41.25,1.9,no-goal,7.684662377566558,0.8889447762198657,0.4537565230468251
750,11031816,Independiente del Valle,Delfín,38,2257,Juan Ruiz Gómez,Delfín,M,0,save,assisted,right-foot,83.29090909090908,20.675159235668787,120,38.16666666666666,12,no-goal,41.485019295387325,0.1560805860260851,0.003059066
751,11031816,Independiente del Valle,Delfín,50,2994,Junior Sornoza,Independiente del Valle,F,0,miss,regular,right-foot,98.69090909090907,31.92857142857143,120,33.214285714285715,45.8,no-goal,22.78651606884156,0.2991175992985016,0.062738982
752,11031816,Independiente del Valle,Delfín,59,3497,Michael Hoyos,Independiente del Valle,F,0,block,assisted,right-foot,109.68421052631578,52.14012738853503,120,40.583333333333336,19,no-goal,15.931045335295249,0.304346098,0.081016591
753,11031816,Independiente del Valle,Delfín,64,3785,Yaimar Medina,Independiente del Valle,M,0,miss,regular,left-foot,106.58181818181818,24.11464968152866,120,42,56.9,no-goal,20.79403659817744,0.2302621636825225,0.031228243
754,11031816,Independiente del Valle,Delfín,65,3856,Junior Sornoza,Independiente del Valle,F,0,block,assisted,right-foot,85.58181818181818,40.75,120,43,19,no-goal,34.42635240145871,0.2117833307142552,0.017477192
755,11031816,Independiente del Valle,Delfín,67,3967,Marcelo Moreno,Independiente del Valle,F,1,goal,assisted,right-foot,114.93103448275862,37.16666666666666,120,37.583333333333336,2.5,regular,5.807080952833357,1.0696320394278815,0.5057436689399244
756,11031816,Independiente del Valle,Delfín,71,4247,Jordy Alcivar,Independiente del Valle,M,0,miss,corner,right-foot,80.87272727272727,51.22292993630573,120,47.57142857142857,2.8,no-goal,40.70500739994537,0.1725364073784056,0.005996126
757,11031816,Independiente del Valle,Delfín,74,4400,Kevin Rodriguez,Independiente del Valle,F,0,save,assisted,left-foot,114.93103448275862,24.191082802547776,120,40.583333333333336,7,no-goal,16.60169492464197,0.1405690539604207,0.026812193
758,11031816,Independiente del Valle,Delfín,75,4498,Matías Fernández,Independiente del Valle,M,0,miss,corner,right-foot,95.76363636363637,51.07006369426751,120,48.92857142857143,38.9,no-goal,26.644842512373568,0.2493950920622026,0.03377104
759,11031816,Independiente del Valle,Delfín,83,4957,Junior Sornoza,Independiente del Valle,F,0,miss,free-kick,right-foot,91.30909091,41.5,120,44.85714285714286,56.9,no-goal,28.730093359799763,0.2530890338387628,0.036889387
760,11031816,Independiente del Valle,Delfín,90,5606,Nicolás Previtali,Independiente del Valle,M,0,miss,assisted,left-foot,91.94545454545454,36.66666666666666,120,45.42857142857143,23.6,no-goal,28.251878375999507,0.2559408766861741,0.038002814
761,11031818,Mushuc Runa,Libertad,1,26,Daniel Porozo,Libertad,F,0,miss,assisted,right-foot,103.0909090909091,51.22292993630573,120,48.785714285714285,18.1,no-goal,20.29461780194759,0.3011711159456165,0.066065043
762,11031818,Mushuc Runa,Libertad,4,183,Dixon Vera,Libertad,M,0,save,assisted,right-foot,61.52727272727273,23.121019108280255,120,40.5,12,no-goal,60.86016620626157,0.1154611127986335,0.000344402
763,11031818,Mushuc Runa,Libertad,16,937,Dario Pazmino,Libertad,M,0,block,assisted,right-foot,94.87272727272727,34.64285714285714,120,37.66666666666667,19,no-goal,25.69199903282305,0.2771055028694815,0.04991441
764,11031818,Mushuc Runa,Libertad,25,1499,Bruno Téliz,Mushuc Runa,M,0,block,regular,left-foot,90.67272727272726,29.923566878980893,120,40.91666666666667,19,no-goal,31.010053693313825,0.2226434279494457,0.020615761
765,11031818,Mushuc Runa,Libertad,27,1572,Wilter Ayovi,Mushuc Runa,F,0,miss,assisted,right-foot,99.58181818181818,52.44585987261146,120,47,8.3,no-goal,23.91237287951597,0.2615264518470231,0.04070165
766,11031818,Mushuc Runa,Libertad,29,1687,Marco Montaño,Mushuc Runa,D,0,block,regular,right-foot,87.61818181818182,43.50000000000001,120,38.75,19,no-goal,32.57041830803421,0.2225514724843258,0.021800625
767,11031818,Mushuc Runa,Libertad,44,2625,Wilter Ayovi,Mushuc Runa,F,0,miss,assisted,right-foot,107.01818181818182,42.25000000000001,120,33.357142857142854,18.1,no-goal,13.175359703089145,0.5354023256768773,0.2493362195534919
768,11031818,Mushuc Runa,Libertad,45,2812,Wilter Ayovi,Mushuc Runa,F,0,block,assisted,right-foot,109.78947368421052,31.42857142857143,120,41.75,19,no-goal,13.33132534298564,0.4268605638714898,0.1594752676026668
769,11031818,Mushuc Runa,Libertad,47,2818,Bagner Delgado,Mushuc Runa,M,0,miss,assisted,right-foot,105.70909090909092,27.63057324840765,120,33.142857142857146,18.1,no-goal,18.900603186343982,0.2953432792502501,0.062741969
770,11031818,Mushuc Runa,Libertad,54,3235,Sergio Gonzalez,Mushuc Runa,F,0,miss,assisted,right-foot,108.84210526315788,25.719745222929944,120,32.285714285714285,40.3,no-goal,18.122480278827204,0.2536791058404415,0.047311244
771,11031818,Mushuc Runa,Libertad,58,3442,Carlos Feraud,Libertad,M,0,block,free-kick,right-foot,89.90909091,39.91666666666666,120,42.583333333333336,19,no-goal,30.09102448175868,0.2420719388984829,0.030969704
772,11031818,Mushuc Runa,Libertad,75,4467,Jordan Chillambo,Libertad,D,0,miss,assisted,right-foot,107.89090909090908,60.77707006369427,120,33.57142857142857,23.6,no-goal,24.048216629851968,0.1556353710020543,0.010240647
773,11031818,Mushuc Runa,Libertad,80,4755,Elian Carabali,Libertad,M,0,block,assisted,left-foot,109.36842105263158,46.07142857142858,120,39.25,19,no-goal,12.243068071855468,0.5181780180351157,0.2299161956370033
774,11031818,Mushuc Runa,Libertad,83,4949,Roberto Garcés,Libertad,M,1,goal,penalty,right-foot,108,40,120,40.16666666666667,3.8,penalty,12,0.592075229,0.2904254277319156
775,11031818,Mushuc Runa,Libertad,89,5300,Charles Vélez,Mushuc Runa,M,0,miss,corner,right-foot,91.43636363636364,42,120,41.91666666666666,87.5,no-goal,28.633569849287905,0.2536705260062823,0.037206826
776,11031818,Mushuc Runa,Libertad,90,5398,Andrés Felipe Ávila,Libertad,D,0,miss,assisted,right-foot,94.36363636363636,40.16666666666667,120,32.285714285714285,76.4,no-goal,25.636905395808697,0.2836037931779779,0.05541056
777,11031818,Mushuc Runa,Libertad,90,5647,Bagner Delgado,Mushuc Runa,M,1,goal,fast-break,right-foot,107.89090909090908,29.69426751592357,120,36.66666666666666,3.8,regular,15.900886914822587,0.3545444133555315,0.104739994
778,11031812,Guayaquil City,LDU,8,475,Wiston Fernández,Guayaquil City,M,0,block,free-kick,left-foot,89.01818181818182,68.05687203791469,120,41.16666666666666,19,no-goal,41.79786030891006,0.1300749315062968,0.001190997
779,11031812,Guayaquil City,LDU,13,739,Klebinho,Guayaquil City,M,0,save,free-kick,right-foot,111.26315789473684,12.966824644549774,120,39.25,24.1,no-goal,28.40994508567063,0.080399975,0.001493472
780,11031812,Guayaquil City,LDU,25,1467,Ezequiel Piovi,LDU,M,0,post,assisted,right-foot,85.70909090909092,49.42857142857143,120,44.42857142857143,3.8,no-goal,35.563526336186975,0.1979607948972141,0.012438334
781,11031812,Guayaquil City,LDU,32,1885,Andrés Parrales,Guayaquil City,F,0,miss,free-kick,right-foot,90.29090909090908,40.75,120,33,26.4,no-goal,29.718556200539563,0.2450017107451634,0.032518356
782,11031812,Guayaquil City,LDU,47,2816,Klebinho,Guayaquil City,M,0,miss,free-kick,right-foot,91.81818182,47.07142857142857,120,32.857142857142854,34.7,no-goal,29.05546382479334,0.243374868,0.031233447
783,11031812,Guayaquil City,LDU,49,2935,Alexander Alvarado,LDU,M,0,block,free-kick,right-foot,94.74545454545456,23.88535031847134,120,41.583333333333336,19,no-goal,29.95787042621845,0.2061327387583905,0.014406952
784,11031812,Guayaquil City,LDU,51,3054,Renato César,Guayaquil City,M,0,miss,assisted,right-foot,89.65454545454546,37.5,120,32.642857142857146,58.3,no-goal,30.44826122408713,0.2384823554403516,0.028954552
785,11031812,Guayaquil City,LDU,53,3174,Andrés Parrales,Guayaquil City,F,0,save,assisted,right-foot,98.05454545454546,30.785714285714285,120,40.16666666666667,7.6,no-goal,23.801387279549505,0.2826554579808167,0.05174428
786,11031812,Guayaquil City,LDU,56,3351,Renato Ibarra,LDU,M,0,save,assisted,left-foot,92.58181818181816,51.452229299363054,120,38.083333333333336,7,no-goal,29.71380571619978,0.2268467433400583,0.022968737
787,11031812,Guayaquil City,LDU,65,3865,Alexander Alvarado,LDU,M,0,block,assisted,right-foot,90.03636363636363,32.285714285714285,120,42.333333333333336,19,no-goal,30.94074511407029,0.2283099531626028,0.023392594
788,11031812,Guayaquil City,LDU,69,4101,Lisandro Alzugaray,LDU,M,0,block,assisted,left-foot,88.12727272727273,47.42857142857143,120,39.91666666666666,19,no-goal,32.72696773718948,0.2171124612175335,0.019314272
789,11031812,Guayaquil City,LDU,74,4431,Jean Humanante,Guayaquil City,M,0,miss,assisted,left-foot,114.10344827586206,25.949044585987263,120,45.642857142857146,9.7,no-goal,15.238066487648878,0.194766886,0.046031871
790,11031812,Guayaquil City,LDU,76,4512,Ángel González,LDU,M,0,block,assisted,right-foot,103.30909090909093,50.53503184713375,120,38.25,19,no-goal,19.737612375895772,0.3140387889186362,0.074746853
791,11031812,Guayaquil City,LDU,82,4865,Jhojan Julio,LDU,M,0,save,regular,right-foot,104.4,29.312101910828037,120,41.333333333333336,6.3,no-goal,18.91008105652976,0.3203382814860571,0.077147719
792,11031812,Guayaquil City,LDU,84,4981,Jhojan Julio,LDU,M,0,save,assisted,left-foot,104.07272727272728,48.64285714285714,120,37.83333333333333,5.1,no-goal,18.12117535152624,0.3545042348422519,0.1043406216924541
793,11031812,Guayaquil City,LDU,89,5317,José Quintero,LDU,D,0,miss,assisted,right-foot,103.96363636363635,35.357142857142854,120,30.35714285714286,33.3,no-goal,16.69494178266776,0.4165353261248896,0.1533953433134733
